(1+0j),1.0
(0.7705628547417589-4.336808689942011e-19j),0.999
(0.6080013263520427+8.673617379884066e-19j),0.998
(0.4910018729517759+0j),0.997
(0.40543420967754545-1.3010426069826053e-18j),0.996
(0.34183512035070374-4.33680868994201e-19j),0.995
(0.2937977084551472+4.336808689942018e-19j),0.994
(0.2569341962906462-4.336808689942014e-19j),0.993
(0.2282035518142231-4.336808689942016e-19j),0.992
(0.20547231085508552+2.168404344971009e-19j),0.991
(0.18722529821009484+1.0842021724855076e-19j),0.99
(0.17237332687218757+1.0842021724855076e-19j),0.989
(0.16012409559956997-1.0842021724855006e-19j),0.988
(0.1498946057119635+5.421010862427561e-20j),0.987
(0.14125109735584684+1.0842021724855064e-19j),0.986
(0.13386740097251856+5.421010862427561e-20j),0.985
