CMDLINE python circuit.py 1
MEM 1.937500 1564741585.8148
MEM 38.570312 1564741585.9151
MEM 49.574219 1564741586.0154
MEM 60.789062 1564741586.1157
MEM 65.277344 1564741586.2161
MEM 70.703125 1564741586.3164
MEM 81.195312 1564741586.4167
MEM 86.964844 1564741586.5171
MEM 98.140625 1564741586.6174
MEM 110.613281 1564741586.7177
MEM 118.800781 1564741586.8181
MEM 119.093750 1564741586.9185
MEM 119.093750 1564741587.0188
MEM 119.093750 1564741587.1190
MEM 119.203125 1564741587.2193
MEM 128.519531 1564741587.3196
MEM 134.082031 1564741587.4199
MEM 161.210938 1564741587.5202
MEM 163.691406 1564741587.6206
MEM 164.625000 1564741587.7209
MEM 164.625000 1564741587.8212
MEM 164.984375 1564741587.9216
MEM 164.984375 1564741588.0220
MEM 164.984375 1564741588.1224
MEM 164.984375 1564741588.2228
MEM 164.984375 1564741588.3232
MEM 164.984375 1564741588.4236
MEM 164.984375 1564741588.5240
MEM 164.984375 1564741588.6243
MEM 164.984375 1564741588.7247
MEM 164.984375 1564741588.8251
MEM 164.984375 1564741588.9256
MEM 164.984375 1564741589.0261
MEM 164.984375 1564741589.1265
MEM 164.984375 1564741589.2268
MEM 164.984375 1564741589.3271
MEM 164.984375 1564741589.4275
MEM 164.984375 1564741589.5279
MEM 164.984375 1564741589.6282
MEM 164.984375 1564741589.7287
MEM 164.984375 1564741589.8290
MEM 164.984375 1564741589.9294
MEM 164.984375 1564741590.0298
MEM 164.984375 1564741590.1302
MEM 164.984375 1564741590.2306
MEM 164.984375 1564741590.3310
MEM 164.984375 1564741590.4314
MEM 164.984375 1564741590.5317
MEM 164.984375 1564741590.6321
MEM 164.984375 1564741590.7326
MEM 164.984375 1564741590.8330
MEM 164.984375 1564741590.9334
MEM 164.984375 1564741591.0339
MEM 164.984375 1564741591.1342
MEM 164.984375 1564741591.2347
MEM 164.984375 1564741591.3350
MEM 164.984375 1564741591.4354
MEM 164.984375 1564741591.5357
MEM 164.984375 1564741591.6361
MEM 164.984375 1564741591.7364
MEM 164.984375 1564741591.8369
MEM 164.984375 1564741591.9372
MEM 164.984375 1564741592.0375
MEM 164.984375 1564741592.1379
MEM 166.250000 1564741592.2382
MEM 165.800781 1564741592.3386
