CMDLINE python circuit.py 1
MEM 1.894531 1564741559.6820
MEM 39.253906 1564741559.7823
MEM 51.464844 1564741559.8826
MEM 62.281250 1564741559.9830
MEM 65.480469 1564741560.0833
MEM 71.140625 1564741560.1836
MEM 81.121094 1564741560.2840
MEM 91.578125 1564741560.3842
MEM 100.101562 1564741560.4846
MEM 111.406250 1564741560.5849
MEM 118.929688 1564741560.6853
MEM 118.929688 1564741560.7856
MEM 118.929688 1564741560.8859
MEM 118.929688 1564741560.9863
MEM 124.828125 1564741561.0866
MEM 130.558594 1564741561.1870
MEM 153.074219 1564741561.2873
MEM 162.621094 1564741561.3876
MEM 163.964844 1564741561.4878
MEM 164.250000 1564741561.5881
MEM 164.605469 1564741561.6884
MEM 164.605469 1564741561.7889
MEM 164.605469 1564741561.8892
MEM 164.605469 1564741561.9896
MEM 164.605469 1564741562.0900
MEM 164.605469 1564741562.1904
MEM 164.605469 1564741562.2908
MEM 164.605469 1564741562.3912
MEM 164.605469 1564741562.4915
MEM 164.605469 1564741562.5919
MEM 164.605469 1564741562.6922
MEM 164.605469 1564741562.7926
MEM 164.605469 1564741562.8930
MEM 164.605469 1564741562.9933
MEM 164.605469 1564741563.0937
MEM 164.605469 1564741563.1941
MEM 164.605469 1564741563.2945
MEM 164.605469 1564741563.3949
MEM 164.605469 1564741563.4953
MEM 164.605469 1564741563.5957
MEM 164.605469 1564741563.6961
MEM 164.605469 1564741563.7965
MEM 164.605469 1564741563.8969
MEM 164.605469 1564741563.9973
MEM 164.605469 1564741564.0977
MEM 164.605469 1564741564.1981
MEM 164.605469 1564741564.2985
MEM 164.605469 1564741564.3988
MEM 164.605469 1564741564.4992
MEM 164.605469 1564741564.5996
MEM 164.605469 1564741564.7000
MEM 164.605469 1564741564.8006
MEM 164.605469 1564741564.9009
MEM 164.605469 1564741565.0013
MEM 164.605469 1564741565.1017
MEM 164.605469 1564741565.2021
MEM 164.605469 1564741565.3024
MEM 164.605469 1564741565.4028
MEM 164.605469 1564741565.5032
MEM 164.605469 1564741565.6035
MEM 164.605469 1564741565.7040
MEM 164.605469 1564741565.8043
MEM 164.605469 1564741565.9046
MEM 164.605469 1564741566.0050
MEM 164.605469 1564741566.1053
MEM 164.605469 1564741566.2057
MEM 164.605469 1564741566.3060
MEM 164.605469 1564741566.4065
MEM 164.605469 1564741566.5068
MEM 164.605469 1564741566.6071
MEM 166.382812 1564741566.7075
MEM 165.933594 1564741566.8079
