CMDLINE python circuit.py 1
MEM 2.003906 1564229454.5182
MEM 37.730469 1564229454.6344
MEM 39.687500 1564229454.7437
MEM 41.433594 1564229454.8533
MEM 42.101562 1564229454.9654
MEM 43.695312 1564229455.0984
MEM 45.500000 1564229455.2242
MEM 47.562500 1564229455.3539
MEM 49.425781 1564229455.4844
MEM 53.457031 1564229455.6009
MEM 55.003906 1564229455.7328
MEM 56.511719 1564229455.8638
MEM 58.410156 1564229455.9799
MEM 60.050781 1564229456.1123
MEM 62.289062 1564229456.2449
MEM 64.308594 1564229456.3632
MEM 65.167969 1564229456.4776
MEM 66.195312 1564229456.6108
MEM 67.226562 1564229456.7418
MEM 67.742188 1564229456.8727
MEM 69.828125 1564229456.9853
MEM 71.570312 1564229457.1125
MEM 77.906250 1564229457.2238
MEM 78.628906 1564229457.3424
MEM 79.550781 1564229457.4675
MEM 80.148438 1564229457.5786
MEM 81.363281 1564229457.6920
MEM 82.035156 1564229457.8087
MEM 91.589844 1564229457.9227
MEM 95.144531 1564229458.0396
MEM 96.484375 1564229458.1682
MEM 97.531250 1564229458.2821
MEM 98.250000 1564229458.4008
MEM 100.835938 1564229458.5329
MEM 101.121094 1564229458.6652
MEM 102.128906 1564229458.7887
MEM 103.042969 1564229458.9177
MEM 104.636719 1564229459.0418
MEM 106.613281 1564229459.1760
MEM 110.707031 1564229459.2848
MEM 116.375000 1564229459.4013
MEM 117.734375 1564229459.5381
MEM 131.183594 1564229459.6648
MEM 134.320312 1564229459.7852
MEM 134.964844 1564229459.9156
MEM 136.621094 1564229460.0281
MEM 138.113281 1564229460.1620
MEM 141.074219 1564229460.2746
MEM 141.074219 1564229460.4060
MEM 141.074219 1564229460.5430
MEM 141.328125 1564229460.6735
MEM 141.328125 1564229460.8035
MEM 141.328125 1564229460.9364
MEM 141.328125 1564229461.0705
MEM 141.328125 1564229461.1989
MEM 141.328125 1564229461.3303
MEM 141.949219 1564229461.4634
MEM 142.929688 1564229461.5968
MEM 146.101562 1564229461.7184
MEM 150.878906 1564229461.8407
MEM 153.253906 1564229461.9771
MEM 154.347656 1564229462.1094
MEM 154.804688 1564229462.2372
MEM 155.011719 1564229462.3627
MEM 155.464844 1564229462.4724
MEM 156.257812 1564229462.5819
MEM 117.773438 1564229462.7217
MEM 118.894531 1564229462.8560
MEM 120.804688 1564229462.9696
MEM 121.214844 1564229463.0839
MEM 121.214844 1564229463.1926
MEM 488.519531 1564229463.3055
MEM 488.519531 1564229463.4148
MEM 121.773438 1564229463.5245
MEM 121.269531 1564229463.6351
