0.39208316802978516,0.5074958801269531,100,4
0.5680794715881348,0.7378923892974854,200,4
1.0022320747375488,1.7311582565307617,300,4
1.4352314472198486,2.032588481903076,400,4
1.458878755569458,2.0172462463378906,500,4
1.9380981922149658,2.6828691959381104,600,4
2.3847808837890625,3.1712656021118164,700,4
2.706113338470459,3.67121958732605,800,4
2.812049150466919,3.8861351013183594,900,4
2.8989005088806152,4.0782904624938965,1000,4
3.303616762161255,4.441235065460205,1100,4
3.956516742706299,5.508176565170288,1200,4
4.155348062515259,5.958092927932739,1300,4
4.230909824371338,6.123791694641113,1400,4
4.815062999725342,6.482965469360352,1500,4
5.7608630657196045,6.675799131393433,1600,4
6.058470010757446,8.907586097717285,1700,4
6.362676382064819,8.54971957206726,1800,4
6.115663528442383,8.993744373321533,1900,4
7.270815372467041,9.048503875732422,2000,4
