CMDLINE python circuit.py 1
MEM 2.007812 1564252039.4262
MEM 40.269531 1564252039.5361
MEM 53.871094 1564252039.6461
MEM 64.988281 1564252039.7563
MEM 66.425781 1564252039.8661
MEM 77.703125 1564252039.9760
MEM 88.121094 1564252040.0867
MEM 97.035156 1564252040.1940
MEM 107.945312 1564252040.3005
MEM 117.648438 1564252040.4082
MEM 140.210938 1564252040.5187
MEM 149.535156 1564252040.6266
MEM 156.652344 1564252040.7345
MEM 121.156250 1564252040.8445
MEM 129.515625 1564252040.9545
MEM 151.242188 1564252041.0650
MEM 151.902344 1564252041.1720
MEM 151.507812 1564252041.2828
