 (5.454527306128453823e-02+0.000000000000000000e+00j)  (-4.616005385236435915e-05+3.338698568026400582e-02j)  (-1.664984153583707466e-02-4.605577802993843922e-02j)  (3.162438290066759555e-02+3.510883979402627808e-02j)  (-3.309863383377250473e-02-5.340812475106328228e-02j)  (1.660799465243252213e-02-4.962636179511666079e-02j)  (4.814672287002634554e-02+3.991460955164487234e-02j)  (2.488445541038766806e-02+7.229924450509886760e-03j)  (-6.143215467092537005e-03-3.950341384831019924e-04j)  (-1.653851250052849192e-02-1.490765467782920010e-02j)  (1.359148521814436406e-03-9.914750994532825837e-03j)  (2.610675702249946536e-02-2.507263135041642305e-02j)  (-3.749319214010371146e-03+1.895533684639506356e-03j)  (3.196634115017707445e-02+6.522352442346698691e-03j)  (-2.634941047670727628e-03-6.301095371323079536e-03j)  (-1.431505593792496527e-02+5.106908662081846573e-02j)  (-4.728198032893354830e-02-2.806040818110136503e-02j)  (1.235869296197648903e-02+5.459274879606567515e-02j)  (2.385371559800728014e-02-4.806726712978097449e-02j)  (-3.261190182812191696e-02+8.880088693566458996e-03j)  (7.165892700277018412e-02-2.123828512381485678e-03j)  (1.981143386537380022e-02+2.800316933760257920e-02j)  (6.124290699993224785e-02-5.341868802522835129e-03j)  (4.125516358476050138e-03-4.993276358237339063e-02j)  (-2.970494362887302411e-03+9.556449928084942078e-03j)  (-2.987316974034958522e-02+2.043999351100608819e-02j)  (5.731743779008298054e-03+2.245498051099548923e-03j)  (1.121840745322066207e-02+1.923298983354025660e-02j)  (1.563291108393037457e-03+6.648521498320401554e-03j)  (2.251530438999634412e-02-4.802117765128623150e-02j)  (4.148302159769906919e-03-6.648546528367476477e-04j)  (-2.846613317911597663e-02-1.593948900500018889e-02j)
 (-4.616005385236435915e-05-3.338698568026400582e-02j)  (2.043610529389607022e-02+0.000000000000000000e+00j)  (-2.817650288908190789e-02+1.023028993736583778e-02j)  (2.146324479704648375e-02-1.938689432903276805e-02j)  (-3.266293047156557106e-02+2.030476471379579623e-02j)  (-3.039019081785963861e-02-1.012370262562033857e-02j)  (2.439085859408600399e-02-2.950423230499655061e-02j)  (4.404354452984694107e-03-1.523781335214735404e-02j)  (-2.366002999648212160e-04+3.760576675402023221e-03j)  (-9.110931282147622171e-03+1.013578605701700129e-02j)  (-6.069937306479666374e-03-8.235398646709451726e-04j)  (-1.536897014395875727e-02-1.595864352676256218e-02j)  (1.163422991595362138e-03+2.293342061582380985e-03j)  (3.965258718611587054e-03-1.957201397033828810e-02j)  (-3.854650276944289380e-03+1.618171346019721835e-03j)  (3.127133758318473289e-02+8.718981299969506479e-03j)  (-1.713567198236248118e-02+2.896489432465188668e-02j)  (3.340558662747142304e-02-7.610916324614096576e-03j)  (-2.944200584244330635e-02-1.456010445781807591e-02j)  (5.463072132050562565e-03+1.995412494766490158e-02j)  (-1.360631414866719704e-03-4.386040071663227513e-02j)  (1.712388378316479984e-02-1.215021301348648275e-02j)  (-3.321568725071926548e-03-3.748206514202997996e-02j)  (-3.056717481063277522e-02-2.482958631007482764e-03j)  (5.851986013971455930e-03+1.810142675475682160e-03j)  (1.253653487099255955e-02+1.826797306568422527e-02j)  (1.369611507704404305e-03-3.510282175478900060e-03j)  (1.176295722542273527e-02-6.883027323388413166e-03j)  (4.068215594196055232e-03-9.625118917530462847e-04j)  (-2.941266196345757380e-02-1.374090627921231364e-02j)  (-4.104659738278920722e-04-2.538599722903394154e-03j)  (-9.732419752004964342e-03+1.743751740734402617e-02j)
 (-1.664984153583707466e-02+4.605577802993843922e-02j)  (-2.817650288908190789e-02-1.023028993736583778e-02j)  (4.396993137089567905e-02+0.000000000000000000e+00j)  (-3.929773885261789168e-02+1.598541708920662996e-02j)  (5.519891235180725275e-02-1.164439159370226663e-02j)  (3.683289332553147527e-02+2.917145860349601438e-02j)  (-4.839894560527566864e-02+2.846924710829614596e-02j)  (-1.370058289221196858e-02+1.880448663639885942e-02j)  (2.208755440796072132e-03-5.066494246440227112e-03j)  (1.763575820915837949e-02-9.413904153269885347e-03j)  (7.956729138138390542e-03+4.174067939871762070e-03j)  (1.320125716215599793e-02+2.969684180626811637e-02j)  (-4.560378278707800243e-04-3.744378522579966742e-03j)  (-1.526487052348607723e-02+2.500012377431438601e-02j)  (6.124695723711362852e-03-3.014380468917552455e-04j)  (-3.875098585137128071e-02-2.767578478677136522e-02j)  (3.812578604674068949e-02-3.135756675518523023e-02j)  (-4.986833225578693463e-02-6.229162997892588767e-03j)  (3.330471549104060958e-02+3.481353571021957721e-02j)  (2.456740911588828954e-03-3.024677462790453450e-02j)  (-2.008047889784548082e-02+6.115413594750527398e-02j)  (-2.969212352798973956e-02+8.180042807464845203e-03j)  (-1.418382802923333352e-02+5.334157914096911146e-02j)  (4.090185926546561351e-02+1.872529752688585625e-02j)  (-7.162334227898909181e-03-5.425251160290517696e-03j)  (-8.139958548331799326e-03-3.146294135581301221e-02j)  (-3.645609863006612529e-03+4.154213917603072001e-03j)  (-1.966394073783578333e-02+3.601526576013472890e-03j)  (-6.090928891487343809e-03-7.094701142449973824e-04j)  (3.367434692930378060e-02+3.366936778292328042e-02j)  (-7.048855589469658987e-04+3.705600810880097743e-03j)  (2.214788021572328472e-02-1.917012944087250620e-02j)
 (3.162438290066759555e-02-3.510883979402627808e-02j)  (2.146324479704648375e-02+1.938689432903276805e-02j)  (-3.929773885261789168e-02-1.598541708920662996e-02j)  (4.093356032927075727e-02+0.000000000000000000e+00j)  (-5.356689959457787420e-02-9.660678641596314939e-03j)  (-2.231369164394659405e-02-3.946245696688858995e-02j)  (5.360622227261781919e-02-7.848538654821296534e-03j)  (1.908120992004512864e-02-1.182545109773948389e-02j)  (-3.815996818275176235e-03+3.725134102304664477e-03j)  (-1.918426021145888671e-02+2.002054440304325625e-03j)  (-5.593760079799552087e-03-6.623232211499786165e-03j)  (-1.002120144504927129e-03-3.134065241687682829e-02j)  (-9.537016695114418872e-04+3.512299415024617514e-03j)  (2.273172302303791414e-02-1.679404516251414847e-02j)  (-5.583481673814455135e-03-1.957246221629881273e-03j)  (2.457172721211393213e-02+3.882304068534045416e-02j)  (-4.547473477348625004e-02+1.416479075971573132e-02j)  (4.230474943603805549e-02+2.369706021654496148e-02j)  (-1.710921759017697275e-02-4.322233271203372584e-02j)  (-1.319200764516978257e-02+2.613963193652589501e-02j)  (4.017954385035383408e-02-4.735564438628475648e-02j)  (2.951095605590140988e-02+3.483830609514364587e-03j)  (3.206918265789971551e-02-4.251698790088648261e-02j)  (-2.974803125983119592e-02-3.160557883316347100e-02j)  (4.428904739685186366e-03+7.452661240429597420e-03j)  (-4.163442366517220924e-03+3.107903612340960631e-02j)  (4.768510206145519167e-03-2.387418315068698220e-03j)  (1.888382097757522818e-02+3.930059430822496237e-03j)  (5.185783787916724286e-03+2.848460440112568926e-03j)  (-1.785553854741706720e-02-4.233412346351161232e-02j)  (1.977168952372861197e-03-3.055584557655693402e-03j)  (-2.676383817150839936e-02+9.081197654824355384e-03j)
 (-3.309863383377250473e-02+5.340812475106328228e-02j)  (-3.266293047156557106e-02-2.030476471379579623e-02j)  (5.519891235180725275e-02+1.164439159370226663e-02j)  (-5.356689959457787420e-02+9.660678641596314939e-03j)  (7.237927559096750396e-02+0.000000000000000000e+00j)  (3.851385959000645787e-02+4.637554247787682715e-02j)  (-6.829840585287229315e-02+2.292237374675086536e-02j)  (-2.217934051619108518e-02+1.997847688217855439e-02j)  (4.114565007386417582e-03-5.775432224598142650e-03j)  (2.463260287797876605e-02-7.147602595836552268e-03j)  (8.883305033565037229e-03+7.347186365335338712e-03j)  (8.708073221886910090e-03+4.077681997706672501e-02j)  (4.191095398074517510e-04-4.821383575537558849e-03j)  (-2.578388107189903689e-02+2.734208295343964340e-02j)  (7.768640851688517722e-03+1.243561255714944894e-03j)  (-4.131788563668994246e-02-4.500586675733866948e-02j)  (5.616660367806537019e-02-2.926891073546927097e-02j)  (-6.095399297901905877e-02-2.102640105253815450e-02j)  (3.259049045660367128e-02+5.252413145561832947e-02j)  (1.109427964189547977e-02-3.732054513685117980e-02j)  (-4.140382403272921397e-02+7.145375788602834066e-02j)  (-3.944114743403526191e-02+2.405797531556082020e-03j)  (-3.193232448099820459e-02+6.320762887701107668e-02j)  (4.638837005005767844e-02+3.433922401218681558e-02j)  (-7.554692489135995601e-03-8.707518429548321420e-03j)  (-1.886517582213940569e-03-4.165357893497087516e-02j)  (-5.676765579006182692e-03+4.249658238252355252e-03j)  (-2.563946979028891571e-02-6.862479763754124502e-04j)  (-7.458535684799344478e-03-2.503691418249019349e-03j)  (3.335752355640692057e-02+5.118565559069911813e-02j)  (-1.866238598964761134e-03+4.465259889475095209e-03j)  (3.288072889453011460e-02-1.820043105882444834e-02j)
 (1.660799465243252213e-02+4.962636179511666079e-02j)  (-3.039019081785963861e-02+1.012370262562033857e-02j)  (3.683289332553147527e-02-2.917145860349601438e-02j)  (-2.231369164394659405e-02+3.946245696688858995e-02j)  (3.851385959000645787e-02-4.637554247787682715e-02j)  (5.020785702764886393e-02+0.000000000000000000e+00j)  (-2.165533825884529903e-02+5.595807187463211485e-02j)  (9.989143475518614743e-04+2.484174077485122589e-02j)  (-1.511082041074814954e-03-5.709498563969839062e-03j)  (8.527615891995582106e-03-1.958616015862006329e-02j)  (9.434470165125897687e-03-1.782272409037426435e-03j)  (3.076058219908858749e-02+1.611830306391223017e-02j)  (-2.866189957645713486e-03-2.834050502014693988e-03j)  (3.798976321706124763e-03+3.106953747879314526e-02j)  (4.930571187561123662e-03-4.315884452671357729e-03j)  (-5.082232036023720534e-02+2.525442896868413008e-03j)  (1.113345039766014226e-02-5.156193402955563942e-02j)  (-4.590657001032059231e-02+2.786663193719211840e-02j)  (5.099554579279751143e-02+7.067013937999388692e-03j)  (-1.800898098618160942e-02-2.696713190454940595e-02j)  (2.375107659928138090e-02+6.455003535791442593e-02j)  (-1.944563049621030743e-02+2.655126264866163044e-02j)  (2.350743362068605583e-02+5.409350372748027158e-02j)  (4.668595098475081945e-02-1.145009765480714883e-02j)  (-9.599104866771806036e-03+2.071424470857358407e-04j)  (-2.769251800552609624e-02-2.095560921091583692e-02j)  (-2.977916829743007532e-04+5.898564477937308023e-03j)  (-1.408276130593598581e-02+1.606280599897054462e-02j)  (-5.572963262432204662e-03+3.446660894256816862e-03j)  (5.054609200983476575e-02+5.863334474276638356e-03j)  (1.867976671681470351e-03+3.571771307815308893e-03j)  (5.834666190407703998e-03-3.075231780997213227e-02j)
 (4.814672287002634554e-02-3.991460955164487234e-02j)  (2.439085859408600399e-02+2.950423230499655061e-02j)  (-4.839894560527566864e-02-2.846924710829614596e-02j)  (5.360622227261781919e-02+7.848538654821296534e-03j)  (-6.829840585287229315e-02-2.292237374675086536e-02j)  (-2.165533825884529903e-02-5.595807187463211485e-02j)  (7.170709319557057315e-02+0.000000000000000000e+00j)  (2.725597483534615562e-02-1.182790215379701804e-02j)  (-5.711646647584876259e-03+4.146728669168974271e-03j)  (-2.550740542225367335e-02-1.056488420676796307e-03j)  (-6.055609386324625060e-03-9.746264363416285922e-03j)  (4.696841545285693545e-03-4.123558138459511302e-02j)  (-1.922402077188823180e-03+4.416814400143517089e-03j)  (3.298932462211792010e-02-1.763478439682481316e-02j)  (-6.936797941592080102e-03-3.633760331323768102e-03j)  (2.473504202648366818e-02+5.555365037453505184e-02j)  (-6.226923891710108017e-02+9.830825977168550570e-03j)  (5.085828087257335262e-02+3.914490519558326553e-02j)  (-1.411869300785939529e-02-5.988407337144622394e-02j)  (-2.228810781145953643e-02+3.170281127117223485e-02j)  (6.169866836963660423e-02-5.431256108455016773e-02j)  (3.797929811379738285e-02+1.022077908674074408e-02j)  (5.014965569020662928e-02-4.953096842172956954e-02j)  (-3.289774839703515918e-02-4.709422395037645565e-02j)  (4.371091853084398821e-03+1.060912956341095864e-02j)  (-1.141145381761237559e-02+3.990253393452086045e-02j)  (6.702558017039606658e-03-2.212234641893450707e-03j)  (2.397653840581890142e-02+8.767525604897376951e-03j)  (6.245096308884976084e-03+4.724632464089625547e-03j)  (-1.526637210938938324e-02-5.886398097823192926e-02j)  (3.175155808577814764e-03-3.622466671061267286e-03j)  (-3.679089667749512599e-02+6.760997072314896619e-03j)
 (2.488445541038766806e-02-7.229924450509886760e-03j)  (4.404354452984694107e-03+1.523781335214735404e-02j)  (-1.370058289221196858e-02-1.880448663639885942e-02j)  (1.908120992004512864e-02+1.182545109773948389e-02j)  (-2.217934051619108518e-02-1.997847688217855439e-02j)  (9.989143475518614743e-04-2.484174077485122589e-02j)  (2.725597483534615562e-02+1.182790215379701804e-02j)  (1.231101965292531047e-02+0.000000000000000000e+00j)  (-2.854997868814519637e-03+6.340563052413691024e-04j)  (-9.521138400847981714e-03-4.608954325314417941e-03j)  (-6.941248567289299426e-04-4.703427185524257891e-03j)  (8.586980581634772597e-03-1.489897496466719221e-02j)  (-1.459250215460111168e-03+1.361742529531121196e-03j)  (1.544810501610023590e-02-1.261503318083768499e-03j)  (-2.037307914382064343e-03-2.525404941016867917e-03j)  (2.383940185972269026e-04+2.519600883209213715e-02j)  (-2.529020178999026244e-02-6.534440301192557740e-03j)  (1.287445737956411512e-02+2.326798154073011354e-02j)  (4.511188568135345370e-03-2.509086948176218745e-02j)  (-1.370104143913377162e-02+8.373920083357501432e-03j)  (3.241047582766781038e-02-1.046724880648810391e-02j)  (1.275009734653002186e-02+1.014952199443885754e-02j)  (2.723196708368584920e-02-1.055473837516206215e-02j)  (-4.736411900406837031e-03-2.332698562246705160e-02j)  (-8.849022571614378885e-05+4.753546684972212617e-03j)  (-1.091933210872367971e-02+1.328472343733766610e-02j)  (2.912554926202693458e-03+2.646961106706265544e-04j)  (7.667337608325134821e-03+7.287418639058663994e-03j)  (1.594454498797615548e-03+2.825952672176285183e-03j)  (3.906692362900761328e-03-2.489243755755191079e-02j)  (1.804398175850138947e-03-8.531712202383100185e-04j)  (-1.509948482909577970e-02-3.498699344885751981e-03j)
 (-6.143215467092537005e-03+3.950341384831019924e-04j)  (-2.366002999648212160e-04-3.760576675402023221e-03j)  (2.208755440796072132e-03+5.066494246440227112e-03j)  (-3.815996818275176235e-03-3.725134102304664477e-03j)  (4.114565007386417582e-03+5.775432224598142650e-03j)  (-1.511082041074814954e-03+5.709498563969839062e-03j)  (-5.711646647584876259e-03-4.146728669168974271e-03j)  (-2.854997868814519637e-03-6.340563052413691024e-04j)  (6.947466960723633692e-04+0.000000000000000000e+00j)  (1.970632325878009412e-03+1.559212246713305959e-03j)  (-8.126968397254540066e-05+1.126502046443768681e-03j)  (-2.758715462697620361e-03+3.012903369223471177e-03j)  (4.085427392665364615e-04-2.406401178105636862e-04j)  (-3.647477812321824053e-03-5.030760472700349789e-04j)  (3.423973762026054531e-04+6.905840371482759379e-04j)  (1.242388874607746989e-03-5.855380689912986422e-03j)  (5.528402281605036134e-03+2.817900224156233858e-03j)  (-1.787288022843092810e-03-6.059056901168143744e-03j)  (-2.338430004853867591e-03+5.586379786586832819e-03j)  (3.608635368163827344e-03-1.236314513975800148e-03j)  (-8.055276274047338744e-03+7.581749313714685780e-04j)  (-2.434090203782631693e-03-3.010404038288662550e-03j)  (-6.858855625693865282e-03+1.045173795201352618e-03j)  (-1.030114864944715186e-04+5.653605308894524457e-03j)  (2.653440369514890006e-04-1.097817910324505944e-03j)  (3.216462460012926416e-03-2.518425492194022869e-03j)  (-6.618059347532918163e-04-2.113903413800775205e-04j)  (-1.402775666117760979e-03-2.084887293031446008e-03j)  (-2.242179091336287018e-04-7.374744774012054888e-04j)  (-2.188023909943767348e-03+5.571495715610792938e-03j)  (-4.623915564000305803e-04+1.049232323046076637e-04j)  (3.321465303467420471e-03+1.589040005342496958e-03j)
 (-1.653851250052849192e-02+1.490765467782920010e-02j)  (-9.110931282147622171e-03-1.013578605701700129e-02j)  (1.763575820915837949e-02+9.413904153269885347e-03j)  (-1.918426021145888671e-02-2.002054440304325625e-03j)  (2.463260287797876605e-02+7.147602595836552268e-03j)  (8.527615891995582106e-03+1.958616015862006329e-02j)  (-2.550740542225367335e-02+1.056488420676796307e-03j)  (-9.521138400847981714e-03+4.608954325314417941e-03j)  (1.970632325878009412e-03-1.559212246713305959e-03j)  (9.088973909187798156e-03+0.000000000000000000e+00j)  (2.297676447310924210e-03+3.377688656445078201e-03j)  (-1.063204821858473523e-03+1.473738236778547595e-02j)  (6.187557453541971120e-04-1.599457822128378705e-03j)  (-1.147503120761206308e-02+6.759030564677765557e-03j)  (2.521071976086859505e-03+1.190386438391899046e-03j)  (-9.617159233776101032e-03-1.939692623587455783e-02j)  (2.200536234650458597e-02-4.414425123219042207e-03j)  (-1.866787327039342095e-02-1.317517891326797606e-02j)  (5.904549157067962191e-03+2.109374449216974007e-02j)  (7.461160746981021843e-03-1.160559647385053794e-02j)  (-2.114703425641075926e-02+2.022891152277023208e-02j)  (-1.366045457630135976e-02-3.076137344077332653e-03j)  (-1.710930746457659662e-02+1.835786341857802151e-02j)  (1.239613361125215321e-02+1.626750327083276160e-02j)  (-1.711178477658850238e-03-3.709442806406674370e-03j)  (3.471344365428205830e-03-1.436212421071990895e-02j)  (-2.351617628174082920e-03+8.856800353158151770e-04j)  (-8.658028757709695239e-03-2.765499006068994521e-03j)  (-2.291094445760646307e-03-1.588618903929627305e-03j)  (6.297768280579490660e-03+2.071397146401168093e-02j)  (-1.076084512106820212e-03+1.335352432873178645e-03j)  (1.298752132849681148e-02-2.947053635711315879e-03j)
