(0.9999999999999998+0j),1.0
(0.9999999999999998+0j),0.99
(0.9999999999999998-4.276423536147513e-50j),0.98
(0.9999999999999998+0j),0.97
(0.9999999999999998+1.0691058840368783e-49j),0.96
(0.9999999999999998+1.4967482376516296e-49j),0.95
(0.9999999999999998+0j),0.94
(0.9999999999999998-2.1382117680737565e-50j),0.9299999999999999
(0.9999999999999998-4.276423536147513e-50j),0.92
(0.9999999999999998+4.276423536147513e-50j),0.91
(0.9999999999999998+4.276423536147513e-50j),0.9
(0.9999999999999998+0j),0.89
(0.9999999999999998-5.345529420184391e-50j),0.88
(0.9999999999999998+2.1382117680737565e-50j),0.87
(0.9999999999999998+1.0691058840368783e-50j),0.86
(0.9999999999999998-2.1382117680737565e-50j),0.85
